,Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,TimePeriod,Value,Time_Detail,Source,FootNote,Age,Nature,Reporting Type,Sex,Units
412835,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",804,Ukraine,2012,2.2,2012,"MICS 2012, UNICEF and ILO calculations",Age is 5-14 years,5-14,CA,G,BOTHSEX,PERCENT
412836,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",804,Ukraine,2012,2.1,2012,"MICS 2012, UNICEF and ILO calculations",Age is 5-14 years,5-14,CA,G,FEMALE,PERCENT
412837,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",807,North Macedonia,2019,3.4,2018-19,"MICS 2018-19, UNICEF and ILO calculations",,5-17,CA,G,MALE,PERCENT
412838,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",807,North Macedonia,2019,2.4,2018-19,"MICS 2018-19, UNICEF and ILO calculations",,5-17,CA,G,BOTHSEX,PERCENT
412839,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",807,North Macedonia,2019,1.6,2018-19,"MICS 2018-19, UNICEF and ILO calculations",,5-17,CA,G,FEMALE,PERCENT
412840,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",818,Egypt,2021,1.2,2021,"EFHS 2021, UNICEF and ILO calculations",North Sinai was excluded from the survey due to the special circumstances of the governorate. Denominator is a never-married randomly selected child. ,5-17,CA,G,FEMALE,PERCENT
412841,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",818,Egypt,2021,2.2,2021,"EFHS 2021, UNICEF and ILO calculations",North Sinai was excluded from the survey due to the special circumstances of the governorate. Denominator is a never-married randomly selected child. ,5-17,CA,G,BOTHSEX,PERCENT
412842,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",818,Egypt,2021,3.1,2021,"EFHS 2021, UNICEF and ILO calculations",North Sinai was excluded from the survey due to the special circumstances of the governorate. Denominator is a never-married randomly selected child. ,5-17,CA,G,MALE,PERCENT
412843,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",834,United Republic of Tanzania,2021,16.9,2020-21,"ILFS 2020-21, UNICEF and ILO calculations",These estimates differ from published national estimates of child labour from the same source due to different treatment of economic activities and different hourly thresholds according to the national legislation.,5-17,CA,G,MALE,PERCENT
412844,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",834,United Republic of Tanzania,2021,15.0,2020-21,"ILFS 2020-21, UNICEF and ILO calculations",These estimates differ from published national estimates of child labour from the same source due to different treatment of economic activities and different hourly thresholds according to the national legislation.,5-17,CA,G,BOTHSEX,PERCENT
412845,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",834,United Republic of Tanzania,2021,13.0,2020-21,"ILFS 2020-21, UNICEF and ILO calculations",These estimates differ from published national estimates of child labour from the same source due to different treatment of economic activities and different hourly thresholds according to the national legislation.,5-17,CA,G,FEMALE,PERCENT
412846,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",854,Burkina Faso,2021,34.3,2021,"DHS 2021, UNICEF and ILO calculations","Some parts of Boucle Du Mouhoun, Cascades, Center North, East, North and Sahel could not be visited due to insecurity",5-17,C,G,BOTHSEX,PERCENT
412847,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",854,Burkina Faso,2021,30.4,2021,"DHS 2021, UNICEF and ILO calculations","Some parts of Boucle Du Mouhoun, Cascades, Center North, East, North and Sahel could not be visited due to insecurity",5-17,C,G,FEMALE,PERCENT
412848,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",854,Burkina Faso,2021,38.2,2021,"DHS 2021, UNICEF and ILO calculations","Some parts of Boucle Du Mouhoun, Cascades, Center North, East, North and Sahel could not be visited due to insecurity",5-17,C,G,MALE,PERCENT
412849,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",858,Uruguay,2010,3.7,2010,"CLS (Encuesta Nacional de Trabajo Infantil) 2010, UNICEF and ILO calculations",,5-17,CA,G,BOTHSEX,PERCENT
412850,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",858,Uruguay,2010,2.3,2010,"CLS (Encuesta Nacional de Trabajo Infantil) 2010, UNICEF and ILO calculations",,5-17,CA,G,FEMALE,PERCENT
412851,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",858,Uruguay,2010,5.1,2010,"CLS (Encuesta Nacional de Trabajo Infantil) 2010, UNICEF and ILO calculations",,5-17,CA,G,MALE,PERCENT
412852,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",860,Uzbekistan,2022,14.5,2021-22,MICS 2021-22,,5-17,C,G,FEMALE,PERCENT
412853,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",860,Uzbekistan,2022,17.8,2021-22,MICS 2021-22,,5-17,C,G,BOTHSEX,PERCENT
412854,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",860,Uzbekistan,2022,21.1,2021-22,MICS 2021-22,,5-17,C,G,MALE,PERCENT
412855,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",882,Samoa,2020,10.8,2019-20,"MICS 2019-20, UNICEF and ILO calculations",,5-17,C,G,FEMALE,PERCENT
412856,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",882,Samoa,2020,13.0,2019-20,"MICS 2019-20, UNICEF and ILO calculations",,5-17,C,G,BOTHSEX,PERCENT
412857,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",882,Samoa,2020,14.9,2019-20,"MICS 2019-20, UNICEF and ILO calculations",,5-17,C,G,MALE,PERCENT
412858,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",887,Yemen,2023,5.3,2022-23,MICS 2022-23,41 out of the 880 selected enumeration areas could not be visited because they were inaccessible due to security and safety reasons during the fieldwork period.,5-17,C,G,FEMALE,PERCENT
412859,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",887,Yemen,2023,7.7,2022-23,MICS 2022-23,41 out of the 880 selected enumeration areas could not be visited because they were inaccessible due to security and safety reasons during the fieldwork period.,5-17,C,G,BOTHSEX,PERCENT
412860,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",887,Yemen,2023,10.0,2022-23,MICS 2022-23,41 out of the 880 selected enumeration areas could not be visited because they were inaccessible due to security and safety reasons during the fieldwork period.,5-17,C,G,MALE,PERCENT
412861,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",894,Zambia,2012,20.2,2012,"Labour Force and CLS 2012, UNICEF and ILO calculations",,5-17,CA,G,MALE,PERCENT
412862,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",894,Zambia,2012,20.1,2012,"Labour Force and CLS 2012, UNICEF and ILO calculations",,5-17,CA,G,FEMALE,PERCENT
412863,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",894,Zambia,2012,20.2,2012,"Labour Force and CLS 2012, UNICEF and ILO calculations",,5-17,CA,G,BOTHSEX,PERCENT
412864,8,8.7,8.7.1,SL_TLF_CHLDEC,"Proportion of children engaged in economic activity and household chores, by sex and age (%)",4,Afghanistan,2023,19.6,2022-23,"MICS 2022-23, UNICEF and ILO calculations",,5-17,C,G,MALE,PERCENT
412865,8,8.7,8.7.1,SL_TLF_CHLDEC,"Proportion of children engaged in economic activity and household chores, by sex and age (%)",4,Afghanistan,2023,19.0,2022-23,"MICS 2022-23, UNICEF and ILO calculations",,5-17,C,G,FEMALE,PERCENT
412866,8,8.7,8.7.1,SL_TLF_CHLDEC,"Proportion of children engaged in economic activity and household chores, by sex and age (%)",4,Afghanistan,2023,19.3,2022-23,"MICS 2022-23, UNICEF and ILO calculations",,5-17,C,G,BOTHSEX,PERCENT
412867,8,8.7,8.7.1,SL_TLF_CHLDEC,"Proportion of children engaged in economic activity and household chores, by sex and age (%)",8,Albania,2010,3.6,2010,"CLS 2010, UNICEF and ILO calculations",Age is 5-14 years,5-14,CA,G,MALE,PERCENT
412868,8,8.7,8.7.1,SL_TLF_CHLDEC,"Proportion of children engaged in economic activity and household chores, by sex and age (%)",8,Albania,2010,3.0,2010,"CLS 2010, UNICEF and ILO calculations",Age is 5-14 years,5-14,CA,G,FEMALE,PERCENT
412869,8,8.7,8.7.1,SL_TLF_CHLDEC,"Proportion of children engaged in economic activity and household chores, by sex and age (%)",8,Albania,2010,3.3,2010,"CLS 2010, UNICEF and ILO calculations",Age is 5-14 years,5-14,CA,G,BOTHSEX,PERCENT
412870,8,8.7,8.7.1,SL_TLF_CHLDEC,"Proportion of children engaged in economic activity and household chores, by sex and age (%)",12,Algeria,2019,2.9,2018-19,"MICS 2018-19, UNICEF and ILO calculations",,5-17,C,G,MALE,PERCENT
412871,8,8.7,8.7.1,SL_TLF_CHLDEC,"Proportion of children engaged in economic activity and household chores, by sex and age (%)",12,Algeria,2019,2.0,2018-19,"MICS 2018-19, UNICEF and ILO calculations",,5-17,C,G,FEMALE,PERCENT
412872,8,8.7,8.7.1,SL_TLF_CHLDEC,"Proportion of children engaged in economic activity and household chores, by sex and age (%)",12,Algeria,2019,2.5,2018-19,"MICS 2018-19, UNICEF and ILO calculations",,5-17,C,G,BOTHSEX,PERCENT
412873,8,8.7,8.7.1,SL_TLF_CHLDEC,"Proportion of children engaged in economic activity and household chores, by sex and age (%)",24,Angola,2016,16.6,2015-16,"DHS 2015-16, UNICEF and ILO calculations",,5-17,CA,G,MALE,PERCENT
412874,8,8.7,8.7.1,SL_TLF_CHLDEC,"Proportion of children engaged in economic activity and household chores, by sex and age (%)",24,Angola,2016,19.9,2015-16,"DHS 2015-16, UNICEF and ILO calculations",,5-17,CA,G,FEMALE,PERCENT
412875,8,8.7,8.7.1,SL_TLF_CHLDEC,"Proportion of children engaged in economic activity and household chores, by sex and age (%)",24,Angola,2016,18.7,2015-16,"DHS 2015-16, UNICEF and ILO calculations",,5-17,CA,G,BOTHSEX,PERCENT
412876,8,8.7,8.7.1,SL_TLF_CHLDEC,"Proportion of children engaged in economic activity and household chores, by sex and age (%)",32,Argentina,2017,2.4,2016-17,"EANNA 2016-17, UNICEF and ILO calculations",,5-17,CA,G,MALE,PERCENT
412877,8,8.7,8.7.1,SL_TLF_CHLDEC,"Proportion of children engaged in economic activity and household chores, by sex and age (%)",32,Argentina,2017,1.6,2016-17,"EANNA 2016-17, UNICEF and ILO calculations",,5-17,CA,G,FEMALE,PERCENT
412878,8,8.7,8.7.1,SL_TLF_CHLDEC,"Proportion of children engaged in economic activity and household chores, by sex and age (%)",32,Argentina,2017,2.0,2016-17,"EANNA 2016-17, UNICEF and ILO calculations",,5-17,CA,G,BOTHSEX,PERCENT
412879,8,8.7,8.7.1,SL_TLF_CHLDEC,"Proportion of children engaged in economic activity and household chores, by sex and age (%)",50,Bangladesh,2019,8.8,2019,"MICS 2019, UNICEF and ILO calculations",,5-17,CA,G,MALE,PERCENT
412880,8,8.7,8.7.1,SL_TLF_CHLDEC,"Proportion of children engaged in economic activity and household chores, by sex and age (%)",50,Bangladesh,2019,4.6,2019,"MICS 2019, UNICEF and ILO calculations",,5-17,CA,G,FEMALE,PERCENT
412881,8,8.7,8.7.1,SL_TLF_CHLDEC,"Proportion of children engaged in economic activity and household chores, by sex and age (%)",50,Bangladesh,2019,6.8,2019,"MICS 2019, UNICEF and ILO calculations",,5-17,CA,G,BOTHSEX,PERCENT
412882,8,8.7,8.7.1,SL_TLF_CHLDEC,"Proportion of children engaged in economic activity and household chores, by sex and age (%)",51,Armenia,2015,4.1,2015,"CLS 2015, UNICEF and ILO calculations",,5-17,CA,G,BOTHSEX,PERCENT
412883,8,8.7,8.7.1,SL_TLF_CHLDEC,"Proportion of children engaged in economic activity and household chores, by sex and age (%)",51,Armenia,2015,5.0,2015,"CLS 2015, UNICEF and ILO calculations",,5-17,CA,G,MALE,PERCENT
412884,8,8.7,8.7.1,SL_TLF_CHLDEC,"Proportion of children engaged in economic activity and household chores, by sex and age (%)",51,Armenia,2015,3.0,2015,"CLS 2015, UNICEF and ILO calculations",,5-17,CA,G,FEMALE,PERCENT
412885,8,8.7,8.7.1,SL_TLF_CHLDEC,"Proportion of children engaged in economic activity and household chores, by sex and age (%)",52,Barbados,2012,1.4,2012,"MICS 2012, UNICEF and ILO calculations",Age is 5-14 years,5-14,CA,G,BOTHSEX,PERCENT
412886,8,8.7,8.7.1,SL_TLF_CHLDEC,"Proportion of children engaged in economic activity and household chores, by sex and age (%)",52,Barbados,2012,0.9,2012,"MICS 2012, UNICEF and ILO calculations",Age is 5-14 years,5-14,CA,G,FEMALE,PERCENT
412887,8,8.7,8.7.1,SL_TLF_CHLDEC,"Proportion of children engaged in economic activity and household chores, by sex and age (%)",52,Barbados,2012,1.8,2012,"MICS 2012, UNICEF and ILO calculations",Age is 5-14 years,5-14,CA,G,MALE,PERCENT
412888,8,8.7,8.7.1,SL_TLF_CHLDEC,"Proportion of children engaged in economic activity and household chores, by sex and age (%)",64,Bhutan,2010,4.2,2010,"MICS 2010, UNICEF and ILO calculations",Age is 5-14 years,5-14,CA,G,FEMALE,PERCENT
412889,8,8.7,8.7.1,SL_TLF_CHLDEC,"Proportion of children engaged in economic activity and household chores, by sex and age (%)",64,Bhutan,2010,3.5,2010,"MICS 2010, UNICEF and ILO calculations",Age is 5-14 years,5-14,CA,G,BOTHSEX,PERCENT
412890,8,8.7,8.7.1,SL_TLF_CHLDEC,"Proportion of children engaged in economic activity and household chores, by sex and age (%)",64,Bhutan,2010,2.8,2010,"MICS 2010, UNICEF and ILO calculations",Age is 5-14 years,5-14,CA,G,MALE,PERCENT
412891,8,8.7,8.7.1,SL_TLF_CHLDEC,"Proportion of children engaged in economic activity and household chores, by sex and age (%)",68,Bolivia (Plurinational State of),2019,14.0,2019,"ENNA 2019, UNICEF and ILO calculations",These estimates differ from published national estimates of child labour from the same source due to different treatment of economic activities and different hourly thresholds according to the national legislation.,5-17,CA,G,MALE,PERCENT
412892,8,8.7,8.7.1,SL_TLF_CHLDEC,"Proportion of children engaged in economic activity and household chores, by sex and age (%)",68,Bolivia (Plurinational State of),2019,13.2,2019,"ENNA 2019, UNICEF and ILO calculations",These estimates differ from published national estimates of child labour from the same source due to different treatment of economic activities and different hourly thresholds according to the national legislation.,5-17,CA,G,FEMALE,PERCENT
412893,8,8.7,8.7.1,SL_TLF_CHLDEC,"Proportion of children engaged in economic activity and household chores, by sex and age (%)",68,Bolivia (Plurinational State of),2019,13.6,2019,"ENNA 2019, UNICEF and ILO calculations",These estimates differ from published national estimates of child labour from the same source due to different treatment of economic activities and different hourly thresholds according to the national legislation.,5-17,CA,G,BOTHSEX,PERCENT
412894,8,8.7,8.7.1,SL_TLF_CHLDEC,"Proportion of children engaged in economic activity and household chores, by sex and age (%)",76,Brazil,2016,1.4,2016,"PNADCCL 2016, ILO Harmonized Microdata, https://ilostat.ilo.org/",,5-17,CA,G,FEMALE,PERCENT
412895,8,8.7,8.7.1,SL_TLF_CHLDEC,"Proportion of children engaged in economic activity and household chores, by sex and age (%)",76,Brazil,2016,1.8,2016,"PNADCCL 2016, ILO Harmonized Microdata, https://ilostat.ilo.org/",,5-17,CA,G,BOTHSEX,PERCENT
412896,8,8.7,8.7.1,SL_TLF_CHLDEC,"Proportion of children engaged in economic activity and household chores, by sex and age (%)",76,Brazil,2016,2.2,2016,"PNADCCL 2016, ILO Harmonized Microdata, https://ilostat.ilo.org/",,5-17,CA,G,MALE,PERCENT
412897,8,8.7,8.7.1,SL_TLF_CHLDEC,"Proportion of children engaged in economic activity and household chores, by sex and age (%)",84,Belize,2013,3.9,2013,"CAS 2013, UNICEF and ILO calculations",,5-17,CA,G,MALE,PERCENT
412898,8,8.7,8.7.1,SL_TLF_CHLDEC,"Proportion of children engaged in economic activity and household chores, by sex and age (%)",84,Belize,2013,2.6,2013,"CAS 2013, UNICEF and ILO calculations",,5-17,CA,G,FEMALE,PERCENT
412899,8,8.7,8.7.1,SL_TLF_CHLDEC,"Proportion of children engaged in economic activity and household chores, by sex and age (%)",84,Belize,2013,3.3,2013,"CAS 2013, UNICEF and ILO calculations",,5-17,CA,G,BOTHSEX,PERCENT
412900,8,8.7,8.7.1,SL_TLF_CHLDEC,"Proportion of children engaged in economic activity and household chores, by sex and age (%)",90,Solomon Islands,2015,17.9,2015,"DHS 2015, UNICEF and ILO calculations",Age is 5-14 years,5-14,CA,G,BOTHSEX,PERCENT
412901,8,8.7,8.7.1,SL_TLF_CHLDEC,"Proportion of children engaged in economic activity and household chores, by sex and age (%)",90,Solomon Islands,2015,17.1,2015,"DHS 2015, UNICEF and ILO calculations",Age is 5-14 years,5-14,CA,G,MALE,PERCENT
412902,8,8.7,8.7.1,SL_TLF_CHLDEC,"Proportion of children engaged in economic activity and household chores, by sex and age (%)",90,Solomon Islands,2015,18.6,2015,"DHS 2015, UNICEF and ILO calculations",Age is 5-14 years,5-14,CA,G,FEMALE,PERCENT
412903,8,8.7,8.7.1,SL_TLF_CHLDEC,"Proportion of children engaged in economic activity and household chores, by sex and age (%)",104,Myanmar,2015,9.9,2015,"LFS 2015, UNICEF and ILO calculations",These estimates differ from published national estimates of child labour from the same source due to different treatment of hazardous working conditions and different hourly thresholds.,5-17,CA,G,BOTHSEX,PERCENT
412904,8,8.7,8.7.1,SL_TLF_CHLDEC,"Proportion of children engaged in economic activity and household chores, by sex and age (%)",104,Myanmar,2015,10.2,2015,"LFS 2015, UNICEF and ILO calculations",These estimates differ from published national estimates of child labour from the same source due to different treatment of hazardous working conditions and different hourly thresholds.,5-17,CA,G,MALE,PERCENT
412905,8,8.7,8.7.1,SL_TLF_CHLDEC,"Proportion of children engaged in economic activity and household chores, by sex and age (%)",104,Myanmar,2015,9.7,2015,"LFS 2015, UNICEF and ILO calculations",These estimates differ from published national estimates of child labour from the same source due to different treatment of hazardous working conditions and different hourly thresholds.,5-17,CA,G,FEMALE,PERCENT
412906,8,8.7,8.7.1,SL_TLF_CHLDEC,"Proportion of children engaged in economic activity and household chores, by sex and age (%)",108,Burundi,2017,32.2,2016-17,"DHS 2016-17, UNICEF and ILO calculations",,5-17,CA,G,FEMALE,PERCENT
412907,8,8.7,8.7.1,SL_TLF_CHLDEC,"Proportion of children engaged in economic activity and household chores, by sex and age (%)",108,Burundi,2017,30.9,2016-17,"DHS 2016-17, UNICEF and ILO calculations",,5-17,CA,G,BOTHSEX,PERCENT
412908,8,8.7,8.7.1,SL_TLF_CHLDEC,"Proportion of children engaged in economic activity and household chores, by sex and age (%)",108,Burundi,2017,29.7,2016-17,"DHS 2016-17, UNICEF and ILO calculations",,5-17,CA,G,MALE,PERCENT
412909,8,8.7,8.7.1,SL_TLF_CHLDEC,"Proportion of children engaged in economic activity and household chores, by sex and age (%)",112,Belarus,2019,4.7,2019,"MICS 2019, UNICEF and ILO calculations",,5-17,C,G,MALE,PERCENT
412910,8,8.7,8.7.1,SL_TLF_CHLDEC,"Proportion of children engaged in economic activity and household chores, by sex and age (%)",112,Belarus,2019,4.1,2019,"MICS 2019, UNICEF and ILO calculations",,5-17,C,G,BOTHSEX,PERCENT
412911,8,8.7,8.7.1,SL_TLF_CHLDEC,"Proportion of children engaged in economic activity and household chores, by sex and age (%)",112,Belarus,2019,3.4,2019,"MICS 2019, UNICEF and ILO calculations",,5-17,C,G,FEMALE,PERCENT
412912,8,8.7,8.7.1,SL_TLF_CHLDEC,"Proportion of children engaged in economic activity and household chores, by sex and age (%)",116,Cambodia,2012,12.6,2012,"LFS 2012, UNICEF and ILO calculations",,5-17,CA,G,BOTHSEX,PERCENT
412913,8,8.7,8.7.1,SL_TLF_CHLDEC,"Proportion of children engaged in economic activity and household chores, by sex and age (%)",116,Cambodia,2012,11.5,2012,"LFS 2012, UNICEF and ILO calculations",,5-17,CA,G,MALE,PERCENT
412914,8,8.7,8.7.1,SL_TLF_CHLDEC,"Proportion of children engaged in economic activity and household chores, by sex and age (%)",116,Cambodia,2012,13.8,2012,"LFS 2012, UNICEF and ILO calculations",,5-17,CA,G,FEMALE,PERCENT
412915,8,8.7,8.7.1,SL_TLF_CHLDEC,"Proportion of children engaged in economic activity and household chores, by sex and age (%)",120,Cameroon,2014,40.1,2014,"MICS 2014, UNICEF and ILO calculations",,5-17,CA,G,MALE,PERCENT
412916,8,8.7,8.7.1,SL_TLF_CHLDEC,"Proportion of children engaged in economic activity and household chores, by sex and age (%)",120,Cameroon,2014,37.7,2014,"MICS 2014, UNICEF and ILO calculations",,5-17,CA,G,FEMALE,PERCENT
412917,8,8.7,8.7.1,SL_TLF_CHLDEC,"Proportion of children engaged in economic activity and household chores, by sex and age (%)",120,Cameroon,2014,38.9,2014,"MICS 2014, UNICEF and ILO calculations",,5-17,CA,G,BOTHSEX,PERCENT
412918,8,8.7,8.7.1,SL_TLF_CHLDEC,"Proportion of children engaged in economic activity and household chores, by sex and age (%)",140,Central African Republic,2019,24.9,2018-19,"MICS 2018-19, UNICEF and ILO calculations",,5-17,C,G,MALE,PERCENT
412919,8,8.7,8.7.1,SL_TLF_CHLDEC,"Proportion of children engaged in economic activity and household chores, by sex and age (%)",140,Central African Republic,2019,29.0,2018-19,"MICS 2018-19, UNICEF and ILO calculations",,5-17,C,G,FEMALE,PERCENT
412920,8,8.7,8.7.1,SL_TLF_CHLDEC,"Proportion of children engaged in economic activity and household chores, by sex and age (%)",140,Central African Republic,2019,26.9,2018-19,"MICS 2018-19, UNICEF and ILO calculations",,5-17,C,G,BOTHSEX,PERCENT
412921,8,8.7,8.7.1,SL_TLF_CHLDEC,"Proportion of children engaged in economic activity and household chores, by sex and age (%)",144,Sri Lanka,2016,0.9,2016,"CAS 2016, UNICEF and ILO calculations",,5-17,CA,G,MALE,PERCENT
412922,8,8.7,8.7.1,SL_TLF_CHLDEC,"Proportion of children engaged in economic activity and household chores, by sex and age (%)",144,Sri Lanka,2016,0.8,2016,"CAS 2016, UNICEF and ILO calculations",,5-17,CA,G,BOTHSEX,PERCENT
412923,8,8.7,8.7.1,SL_TLF_CHLDEC,"Proportion of children engaged in economic activity and household chores, by sex and age (%)",144,Sri Lanka,2016,0.6,2016,"CAS 2016, UNICEF and ILO calculations",,5-17,CA,G,FEMALE,PERCENT
412924,8,8.7,8.7.1,SL_TLF_CHLDEC,"Proportion of children engaged in economic activity and household chores, by sex and age (%)",148,Chad,2019,38.5,2019,"MICS 2019, UNICEF and ILO calculations",,5-17,C,G,MALE,PERCENT
412925,8,8.7,8.7.1,SL_TLF_CHLDEC,"Proportion of children engaged in economic activity and household chores, by sex and age (%)",148,Chad,2019,39.6,2019,"MICS 2019, UNICEF and ILO calculations",,5-17,C,G,FEMALE,PERCENT
412926,8,8.7,8.7.1,SL_TLF_CHLDEC,"Proportion of children engaged in economic activity and household chores, by sex and age (%)",148,Chad,2019,39.0,2019,"MICS 2019, UNICEF and ILO calculations",,5-17,C,G,BOTHSEX,PERCENT
412927,8,8.7,8.7.1,SL_TLF_CHLDEC,"Proportion of children engaged in economic activity and household chores, by sex and age (%)",152,Chile,2012,5.9,2012,"Youth Activity Survey (Encuesta de Actividades de Nino, Ninas y Adolescentes) 2012, UNICEF and ILO calculations",,5-17,CA,G,BOTHSEX,PERCENT
412928,8,8.7,8.7.1,SL_TLF_CHLDEC,"Proportion of children engaged in economic activity and household chores, by sex and age (%)",152,Chile,2012,6.7,2012,"Youth Activity Survey (Encuesta de Actividades de Nino, Ninas y Adolescentes) 2012, UNICEF and ILO calculations",,5-17,CA,G,MALE,PERCENT
412929,8,8.7,8.7.1,SL_TLF_CHLDEC,"Proportion of children engaged in economic activity and household chores, by sex and age (%)",152,Chile,2012,5.2,2012,"Youth Activity Survey (Encuesta de Actividades de Nino, Ninas y Adolescentes) 2012, UNICEF and ILO calculations",,5-17,CA,G,FEMALE,PERCENT
412930,8,8.7,8.7.1,SL_TLF_CHLDEC,"Proportion of children engaged in economic activity and household chores, by sex and age (%)",170,Colombia,2022,7.1,2022,"GEIH 2022, UNICEF and ILO calculations",,5-17,CA,G,BOTHSEX,PERCENT
412931,8,8.7,8.7.1,SL_TLF_CHLDEC,"Proportion of children engaged in economic activity and household chores, by sex and age (%)",170,Colombia,2022,4.5,2022,"GEIH 2022, UNICEF and ILO calculations",,5-17,CA,G,MALE,PERCENT
412932,8,8.7,8.7.1,SL_TLF_CHLDEC,"Proportion of children engaged in economic activity and household chores, by sex and age (%)",170,Colombia,2022,9.9,2022,"GEIH 2022, UNICEF and ILO calculations",,5-17,CA,G,FEMALE,PERCENT
412933,8,8.7,8.7.1,SL_TLF_CHLDEC,"Proportion of children engaged in economic activity and household chores, by sex and age (%)",174,Comoros,2022,8.5,2022,"MICS 2022, UNICEF and ILO calculations",,5-17,C,G,MALE,PERCENT
412934,8,8.7,8.7.1,SL_TLF_CHLDEC,"Proportion of children engaged in economic activity and household chores, by sex and age (%)",174,Comoros,2022,9.7,2022,"MICS 2022, UNICEF and ILO calculations",,5-17,C,G,FEMALE,PERCENT
412935,8,8.7,8.7.1,SL_TLF_CHLDEC,"Proportion of children engaged in economic activity and household chores, by sex and age (%)",174,Comoros,2022,9.1,2022,"MICS 2022, UNICEF and ILO calculations",,5-17,C,G,BOTHSEX,PERCENT
412936,8,8.7,8.7.1,SL_TLF_CHLDEC,"Proportion of children engaged in economic activity and household chores, by sex and age (%)",178,Congo,2015,13.4,2014-15,"MICS 2014-15, UNICEF and ILO calculations",,5-17,CA,G,MALE,PERCENT
412937,8,8.7,8.7.1,SL_TLF_CHLDEC,"Proportion of children engaged in economic activity and household chores, by sex and age (%)",178,Congo,2015,14.8,2014-15,"MICS 2014-15, UNICEF and ILO calculations",,5-17,CA,G,FEMALE,PERCENT
412938,8,8.7,8.7.1,SL_TLF_CHLDEC,"Proportion of children engaged in economic activity and household chores, by sex and age (%)",178,Congo,2015,14.1,2014-15,"MICS 2014-15, UNICEF and ILO calculations",,5-17,CA,G,BOTHSEX,PERCENT
412939,8,8.7,8.7.1,SL_TLF_CHLDEC,"Proportion of children engaged in economic activity and household chores, by sex and age (%)",180,Democratic Republic of the Congo,2018,12.6,2017-18,"MICS 2017-18, UNICEF and ILO calculations",,5-17,CA,G,MALE,PERCENT
412940,8,8.7,8.7.1,SL_TLF_CHLDEC,"Proportion of children engaged in economic activity and household chores, by sex and age (%)",180,Democratic Republic of the Congo,2018,16.7,2017-18,"MICS 2017-18, UNICEF and ILO calculations",,5-17,CA,G,FEMALE,PERCENT
